Utterance,Service
I would like to leave on Monday from Cambridge to Ely.,2
I need to leave anytime after 18:45.,2
Could you please tell me the price and when it arrives?,2
I need a train to cambridge leaving after 17:15. Can you help me?,2
Leaving on Tuesday from London Kings Cross,2
Leaving on Tuesday from London Kings Cross,1
"Yes please, thank you! I will need the reference number once booked.",2
"Just one, thank you.",2
"okay well then do so, I don't have all day",2
"Thanks, i'm also looking for a place to stay in the centre that is moderately priced.",1
Does it have free wifi and zero stars?,1
"Yes please, for 1 person 5 nights starting Tuesday.",1
"Yes please, for 1 person 5 nights starting Tuesday.",2
Can you help me find a taxi to old schools?,2
I'm departing from thanh binh.,2
I need to get there by 11:15.,2
No thanks. The taxi was the only reason for contacting you. Goodbye.,2
"Yes, can you give me the information on the Huntingdon Marriott Hotel?",1
"Yes please, I need a reservation for 6 people for 5 nights starting on Saturday.",1
"How about for 1 night? If that works, I'll need a reference number of course.",1
I need a train on Sunday.,2
Coming from kings lynn to cambridge,2
I need to arrive by 17:15.,2
Just a little before 17:15 arrival would be great.,2
"Okay, excellent. I am also looking for a restaurant called Bloomsbury. Can you tell me where it is and what kind of food?",0
I'm looking for a place to stay on the east side of town. I will need free wifi.,1
I'm looking for a place to stay on the east side of town. I will need free wifi.,2
"I'm open to the price, but I do need the place o have a 4 star rating.",1
Ok sounds good. Is it available for a 5 night stay for 2 on Wednesday? If so book it.,1
Thanks I need the reference number as well.,1
Thanks! I'm also looking for a place to go near that hotel. Can you help me out with that?,1
Thanks! I'm also looking for a place to go near that hotel. Can you help me out with that?,2
Nothing specific but in the same area as the hotel. I will need the address as well.,2
"yeah, that sounds good. do you have an address?",2
I also need a taxi between the 2 places.,2
I need to leave the hotel by 02:00,2
"Hi, I am looking for a particular restaurant, the Restaurant Alimentum.",0
"Hi, I am looking for a particular restaurant, the Restaurant Alimentum.",2
Could you book me a table for 1 at 12:30 on friday and could I have the reference number please?,0
I'm also looking for museum type attractions in the centre,2
I have no idea. I have never been to any. Can you make a recommendation please?,2
Sure! Thanks for the recommendation! I like free! Can I get a postcode and phone number for this museum? Thanks!,2
Hello. I am needing some help finding a cheap room.,1
"Yes, I would like it to be a guesthouse and I need free wifi!",1
How about something that is 4-star rated?,1
Not really. Anywhere will do.,1
"No, that's not needed. Just give me the name address and phone number of one of these hotels.",1
I want to find an expensive restaurant that has North American food.,0
"Great! Can you tell me the area of town that's located in, and give me their phone number, please?",0
Excellent. I also need a train booking. It should leave after 18:45 and depart from kings lynn.,2
"I don't have a specific time I need to arrive, but I do need to leave on Sunday.",2
"That would be great, can you book that for 1 person please and provide a reference number. Thanks.",2
I'm looking for a particualr hotel called cityroomz?,1
What is the star rating and price range of Cityroomz?,1
Thank you. I'm also looking for an expensive restaurant that serves Polynesian food.,0
"Hmm, I was pretty sure that there was a Polynesian restaurant in the centre of town. Would you mind double-checking?",0
Are there any Mediterranean restaurants?,0
I would like an expensive one please.,0
Can you book a table for 2 at 18:00 on Sunday at the La Mimosa?,0
Can you book a table for 2 at 18:00 on Sunday at the La Mimosa?,2
Yes I need a taxi to take me to the restaurant from my hotel.,2
Yes I need a taxi to take me to the restaurant from my hotel.,0
Yes I need a taxi to take me to the restaurant from my hotel.,1
No. That's not what I asked for. I want the taxi to take me TO the restaurant and arrive there in time for my reservation.,2
No. That's not what I asked for. I want the taxi to take me TO the restaurant and arrive there in time for my reservation.,0
I'm looking for an expensive place to eat located in centre of town. Can you help?,0
"You know, I'd really love some latin american food. How about that?",0
"Sure, I like Indian food.",0
Yes please. Book one for Saturday at 19:45. There will be 3 people.,0
Let's try an hour earlier.,0
No that's all I needed. Thank you!,0
I need to find a train going to London Kings Cross from Cambridge please.,2
I will be leaving on Saturday.,2
I will be leaving on Saturday.,0
The train should leave after 17:45,2
"No thank you. I would like the travel time, arrival time and ticket price.",2
"Yes, I'm looking for a restaurant called the hotspot.",0
"Yes, please book a table for me.",0
We need a table for two on Saturday.,0
We need a table for two on Saturday.,2
"We'd like to dine at 14:15, if possible.",0
Book me a train from broxbourne for Sunday please,2
I would like to go to cambridge and I would like to leave after 21:00.,2
"Yes, that would be great! I'll need to book tickets for 8 people, please? Also, can I have the reference number?",2
I could use some information on an attraction called Kambar?,2
Can I have the full address for Kambar?,2
Can you help me find a swimming pool?,2
"I actually prefer the south. If there are none of those, do you have any theatres in the south?",2
Great! May I have the address and postcode for the theatre?,2
I also need a train for Monday.,2
I am departing from kings lynn to cambridge.,2
I would like to arrive by 13:15.,2
"Yes, I would like to book for three people. Could I also get the reference number for it?",2
"Okay, great. Can I have the reference number?",2
I am looking for a cheap restaurant that serves scottish food.,0
I'm not sure what do you recommend?,0
"To be honest with you, I really would prefer a restaurant in the centre that serves scottish food so let's try that one more time",0
"To be honest with you, I really would prefer a restaurant in the centre that serves scottish food so let's try that one more time",2
"Let's find an Italian one then, I still need it to be in the center.",0
"Perfect, could you make a reservation for 4 on Tuesday at 19:00, if that time doesn't work then try 18:00. Could I get the reference number after booking?",0
Can you also look up to see if there are any multiple sports available in the same area as the restaurant?,2
How about colleges in the area?,2
"what type of college is it, and can I get the postcode?",2
"Hi, I need to book a taxi, please? I need to leave sometime after 10:30.",2
I would like to be picked up at the cambridge belfy and go to the cambridge shop.,2
The chop house.,2
"I'm sorry, I need to leave after 10:30, could you change the reservation?",2
I will be traveling to Cambridge and am interested in going to Cherry Hinton Water Play.,2
"Could you get me the postcode for that, please?",2
