Utterance,Intent
"The location doesn't matter, it just needs to be cheap.",1
No thanks do they have free internet? If so I need the postcode for it.,1
"I need to book a taxi to commute between the two places, from the hotel to the restaurant. make sure it arrives the restaurant by the booked time",4
I want to stay at a guesthouse in the expensive price range.,1
Could you check one more time please.,1
"Yes, can you try a moderate priced hotel?",1
I'm looking for a hotel.,1
East part of town thank you,1
I apologize. I am looking for an moderately priced guesthouse.,1
I would like more information before booking this guest house please.,1
Does it have free wifi?,1
"Great, can I book a reservation just for myself, starting on Wednesday for 3 nights?",0
"Great, can I book a reservation just for myself, starting on Wednesday for 3 nights?",4
I'd also like to find a train departing from Kings Cross and going to Cambridge on Wednesday.,0
I'd also like to find a train departing from Kings Cross and going to Cambridge on Wednesday.,4
I only need to arrive by 13:00 or earlier.,4
Are there any entertainment spots in the town centre?,4
Do you have any colleges in the centre area?,4
"That sounds perfect. Can you tell me their address and postcode, please?",4
I need some help finding a place to eat.,3
I would like moderately priced turkish food. If you find one please book a table for 2 at 16:30 on saturday. Also provide a reference number.,2
I would like moderately priced turkish food. If you find one please book a table for 2 at 16:30 on saturday. Also provide a reference number.,4
A restaurant that serves turkish food.I also need a train that departs from bishop storford and goes to cambrdige.,2
A restaurant that serves turkish food.I also need a train that departs from bishop storford and goes to cambrdige.,4
The train needs to arrive by 08:15 on Saturday - does one of them meet that criteria?,2
The train needs to arrive by 08:15 on Saturday - does one of them meet that criteria?,4
"Firat, lets book the anatolia for 2 people on Saturday at 16:30.",2
"Firat, lets book the anatolia for 2 people on Saturday at 16:30.",4
Listen. Book the restaurant Anatoli for 2 people on Saturday at 16:30 right now.,2
Listen. Book the restaurant Anatoli for 2 people on Saturday at 16:30 right now.,4
Thank you. Now I could use a train leaving Bishops Stortford and arriving in Cambridge by 8:15.,4
YES! Make a booking for 2 people RIGHT THIS INSTANT!,4
I'm looking for a restaurant in the centre serving Welsh food.,3
"Sure, I guess so.",3
"Well, can I get some african food instead?",3
Is it in he expensive range? If it is I would like to book a table for 7 at 1:00 on Sunday.,2
Is it in he expensive range? If it is I would like to book a table for 7 at 1:00 on Sunday.,1
"Yes, I want to book a table for 19:00.",2
"Yes, can you see if there is a booking available at 18:00 instead? I will also need to make a hotel reservation in a hotel that offers free wifi.",2
"Yes, can you see if there is a booking available at 18:00 instead? I will also need to make a hotel reservation in a hotel that offers free wifi.",1
"Yes, can you see if there is a booking available at 18:00 instead? I will also need to make a hotel reservation in a hotel that offers free wifi.",4
I would like the hotel also to be expensive with at least a 4 star rating. I will need a reference number for my reservation.,2
I would like the hotel also to be expensive with at least a 4 star rating. I will need a reference number for my reservation.,1
Can I have the University arms hotel's phone number and address?,1
"Can you confirm the area of that hotel? I also need a taxi to go from the hotel to Bedouin, I will need to arrive by 18:00.",4
"Can you confirm the area of that hotel? I also need a taxi to go from the hotel to Bedouin, I will need to arrive by 18:00.",2
"Can you confirm the area of that hotel? I also need a taxi to go from the hotel to Bedouin, I will need to arrive by 18:00.",1
I want to tour a college in the centre of town. What's available?,4
Entrance fee is not an issue.,4
Can I have the postcode and address for that college?,4
Can you look up a hotel called Cityroomz?,1
"I need to make a reservation for 4 nights starting from Tuesday, for 6 people.",0
I am looking for a museum in the West.,4
That one sounds great what is the phone number?,4
"I'll give them a call, thanks. Are you also able to help with train tickets?",4
I would like to leave on Monday from Cambridge to Ely.,4
I need to leave anytime after 18:45.,4
Could you please tell me the price and when it arrives?,4
I need a train to cambridge leaving after 17:15. Can you help me?,4
Leaving on Tuesday from London Kings Cross,4
Leaving on Tuesday from London Kings Cross,1
"Yes please, thank you! I will need the reference number once booked.",4
"Just one, thank you.",4
"okay well then do so, I don't have all day",4
"Thanks, i'm also looking for a place to stay in the centre that is moderately priced.",1
Does it have free wifi and zero stars?,1
"Yes please, for 1 person 5 nights starting Tuesday.",0
"Yes please, for 1 person 5 nights starting Tuesday.",4
Can you help me find a taxi to old schools?,4
I'm departing from thanh binh.,4
I need to get there by 11:15.,4
No thanks. The taxi was the only reason for contacting you. Goodbye.,4
"Yes, can you give me the information on the Huntingdon Marriott Hotel?",1
"Yes please, I need a reservation for 6 people for 5 nights starting on Saturday.",0
"How about for 1 night? If that works, I'll need a reference number of course.",0
I need a train on Sunday.,4
Coming from kings lynn to cambridge,4
I need to arrive by 17:15.,4
Just a little before 17:15 arrival would be great.,4
"Okay, excellent. I am also looking for a restaurant called Bloomsbury. Can you tell me where it is and what kind of food?",3
I'm looking for a place to stay on the east side of town. I will need free wifi.,1
I'm looking for a place to stay on the east side of town. I will need free wifi.,4
"I'm open to the price, but I do need the place o have a 4 star rating.",1
Ok sounds good. Is it available for a 5 night stay for 2 on Wednesday? If so book it.,0
Thanks I need the reference number as well.,0
Thanks! I'm also looking for a place to go near that hotel. Can you help me out with that?,0
Thanks! I'm also looking for a place to go near that hotel. Can you help me out with that?,4
Nothing specific but in the same area as the hotel. I will need the address as well.,4
"yeah, that sounds good. do you have an address?",4
I also need a taxi between the 2 places.,4
I need to leave the hotel by 02:00,4
"Hi, I am looking for a particular restaurant, the Restaurant Alimentum.",3
"Hi, I am looking for a particular restaurant, the Restaurant Alimentum.",4
Could you book me a table for 1 at 12:30 on friday and could I have the reference number please?,2
I'm also looking for museum type attractions in the centre,4
I have no idea. I have never been to any. Can you make a recommendation please?,4
Sure! Thanks for the recommendation! I like free! Can I get a postcode and phone number for this museum? Thanks!,4
